CaseID,B3,ND2,B7_b,GH1,ppeducat,ppethm,weight_pop
1793,1,3,2,1,4,1,22482.9052
1794,0,1,2,3,4,1,16899.5227
1795,1,3,2,1,3,1,18393.4481
1796,0,5,1,3,1,3,69191.18580000001
1797,1,3,1,2,4,1,6672.8672
1798,1,3,2,1,3,2,19571.9153
1799,0,2,1,2,4,1,21793.3678
1800,0,2,3,2,4,1,14052.8508
1801,1,1,4,4,2,1,30155.2989
1802,1,3,1,1,2,1,28651.2769
1803,0,3,1,1,3,2,29033.8946
1804,1,3,2,1,2,1,18951.9634
1805,0,3,2,1,3,1,21722.5301
1806,0,3,1,2,4,5,3666.6386
1808,1,2,2,1,3,1,18155.9675
1809,1,3,1,1,2,1,36354.9743
1810,0,2,2,2,2,1,17215.2353
1811,1,3,1,1,3,1,13294.827
1812,1,3,3,3,4,2,36694.9509
1813,1,3,2,2,3,1,13613.6049
1814,1,3,2,2,3,4,23856.4285
1815,1,3,2,1,4,2,33366.3951
1816,0,3,2,1,2,1,17215.2353
1817,1,3,2,3,4,1,12153.1069
1818,1,3,3,4,1,1,49165.7819
1819,1,2,2,2,4,1,7300.0882
1820,1,3,2,1,3,1,22519.9302
1821,1,3,1,4,1,4,48304.5598
1822,0,3,2,1,2,1,29857.8076
1823,1,3,3,3,4,1,22986.9647
1824,0,3,2,1,1,1,29901.8682
1825,1,2,3,3,3,2,14681.5897
1826,1,3,2,3,2,1,26065.8423
1827,1,3,1,3,3,1,20837.024
1828,1,5,3,1,2,1,28383.1341
1829,0,3,2,4,3,1,19475.5586
1830,0,3,1,3,3,1,12113.6041
1831,1,3,4,3,4,1,10965.4948
1832,1,3,2,1,4,1,20174.8978
1833,0,3,1,1,2,1,28383.1341
1834,1,2,3,1,4,3,28530.1393
1835,1,3,2,3,4,2,29053.5394
1836,0,1,1,3,1,1,25856.8545
1837,1,3,2,2,2,2,22756.3818
1838,0,3,1,2,4,1,21793.3678
1839,1,3,2,2,2,1,18413.5359
1840,1,2,3,2,4,1,20481.7834
1841,1,3,2,2,4,1,12033.6823
1842,0,3,2,1,4,1,15525.1982
1843,0,2,1,1,3,1,15297.0137
1844,1,3,3,3,4,4,18658.6843
1845,1,4,3,3,2,1,12567.2184
1846,1,3,2,2,4,1,10965.4948
1847,1,3,2,3,3,1,20089.3827
1848,1,3,1,4,2,1,13967.3358
1849,1,2,2,3,1,1,30658.3248
1850,1,3,2,3,3,2,23305.2923
1851,0,2,1,1,4,1,10857.7405
1852,1,2,2,2,2,1,29390.9838
1853,1,3,2,1,4,1,11036.1572
1854,1,2,1,1,4,3,17127.8861
1855,1,3,1,3,4,1,22986.9647
1856,1,5,3,3,2,1,21612.2715
1857,1,3,3,1,2,4,43050.7414
1858,0,2,2,3,1,1,27863.4501
1859,1,3,3,1,4,1,13063.8424
1860,0,3,2,3,4,1,12033.6823
1861,1,4,3,2,3,1,24347.811
1862,1,3,2,1,4,1,27371.7683
1863,0,2,1,3,4,1,22482.9052
1864,1,3,3,1,4,1,15092.0511
1865,0,2,2,2,4,1,18403.122
1866,0,2,1,2,3,1,14305.0933
1867,1,2,1,2,3,1,16361.7927
1868,0,3,3,1,3,1,11325.2852
1869,1,2,2,1,2,1,18800.2184
1870,1,3,2,3,3,2,14671.0692
1871,1,3,1,3,2,2,31322.5219
1872,0,2,2,1,4,1,19697.4601
1873,0,3,1,3,4,1,9028.787899999999
1874,1,3,1,2,1,1,26804.532
1875,1,3,1,4,2,4,48089.8845
1876,1,3,1,2,2,1,18413.5359
1877,1,3,2,2,3,1,24347.811
1878,1,3,1,1,4,1,16899.5227
1879,1,2,4,1,4,1,10305.5614
1880,1,3,1,3,2,1,15051.257
1881,1,3,1,1,3,1,13992.7265
1882,1,2,2,3,4,1,12622.8689
1883,1,3,2,1,4,1,16302.7652
1884,1,2,2,3,2,4,35822.3986
1885,0,1,1,3,1,1,17753.3256
1886,0,3,2,3,2,4,55003.956
1887,1,5,1,1,3,1,19797.7591
1888,1,2,2,1,4,1,7490.5456
1889,0,3,2,2,4,1,15644.4908
1890,1,3,1,1,3,1,20617.8134
1891,1,2,1,3,4,2,20688.2211
1892,0,2,1,3,2,1,20496.546
1893,1,3,2,1,4,1,15346.3465
1894,1,3,1,1,3,4,16239.7265
1895,1,3,3,2,4,1,10151.1496
1896,1,1,2,2,3,1,32347.7257
1897,0,3,3,1,3,1,20450.9761
1898,1,2,3,1,4,2,20524.1167
1899,1,2,2,2,3,1,13855.2246
1900,1,3,1,1,1,1,34803.6677
1901,1,3,2,1,4,3,22087.8618
1902,0,1,2,3,2,5,13568.6207
1903,0,3,1,2,2,1,13758.0583
1904,0,3,1,2,2,1,20271.1524
1905,0,3,1,1,4,2,12628.5786
1906,1,3,1,2,4,1,13207.1118
1907,1,3,1,2,2,1,18413.5359
1908,1,3,2,3,3,1,20383.6347
1909,0,3,1,2,3,1,12953.5659
1910,1,5,2,2,4,1,13207.1118
1911,0,3,2,1,2,1,19031.5304
1912,1,3,2,2,4,1,13090.7683
1913,1,3,1,1,3,1,21983.5413
1914,1,3,2,2,3,2,16577.2911
1915,1,3,1,2,4,1,30547.111
1916,1,3,2,1,3,2,25524.1445
1917,1,2,2,1,3,1,16864.8504
1918,1,2,2,3,4,1,12570.0952
1919,1,3,2,3,3,1,16813.0895
1920,0,3,2,3,2,2,26603.2194
1921,1,2,1,1,2,4,67042.1603
1922,1,3,2,2,4,1,15882.4633
1923,1,1,2,2,3,1,21938.1087
1924,0,3,1,1,3,4,22420.6834
1925,1,3,2,2,3,1,15564.4765
1926,0,3,2,1,2,1,22386.3929
1927,1,2,2,2,2,1,16258.6986
1928,0,3,2,2,3,1,19675.417
1929,1,2,1,3,4,1,16745.0487
1930,0,3,2,2,4,3,19158.899
1931,1,2,1,2,4,2,16715.8617
1932,1,2,2,1,4,1,13207.1118
1933,0,3,1,1,2,1,17704.7623
1934,0,3,2,1,3,1,10509.691
1935,0,3,1,1,4,1,11703.031
1936,0,1,1,3,1,1,17387.4971
1937,0,5,1,1,3,1,12233.8219
1938,1,3,1,1,3,1,20843.3166
1939,0,2,2,2,4,1,7808.2253
1940,1,3,3,3,4,4,19192.1844
1941,0,3,1,2,4,1,10965.4948
1942,0,3,1,4,2,1,12747.6996
1943,0,3,3,3,1,1,25469.4323
1944,0,3,2,1,2,4,42583.731
1945,0,3,2,3,4,1,17891.5561
1946,1,3,2,1,4,2,16490.7957
1947,0,3,1,2,2,1,13249.5867
1948,1,2,2,3,2,1,14715.7153
1949,0,2,1,2,4,1,15882.4633
1950,1,3,3,1,4,1,13900.4068
1951,0,3,2,3,3,1,13076.0047
1952,1,3,2,2,4,1,20481.7834
1953,0,3,3,3,2,1,20271.1524
1954,1,3,1,3,3,4,22406.1345
1955,1,2,1,3,2,1,17782.6816
1956,0,3,2,1,4,1,21057.7269
1957,1,3,2,1,2,1,21941.0214
1958,1,3,2,2,2,1,16183.5754
1959,0,3,1,2,3,1,11981.7294
1960,1,3,2,2,2,1,16389.9298
1961,1,3,2,1,2,4,42165.2746
1962,1,3,2,1,4,1,21057.7269
1963,0,3,2,1,2,1,11611.0852
1964,1,3,2,2,3,1,15529.7006
1965,1,2,2,1,3,1,15529.7006
1966,1,3,3,1,2,4,49343.5382
1967,1,3,2,3,4,4,20520.8328
1968,0,3,1,4,4,1,16302.7652
1969,1,3,2,3,3,2,24037.114
1970,1,3,2,4,4,5,7244.6995
1973,1,4,2,2,4,1,14140.9356
1974,1,2,2,3,3,4,21528.9217
1975,1,2,2,1,4,1,15321.6202
1976,0,2,2,1,4,5,7369.9929
1977,0,3,1,4,3,1,13095.626
1978,0,2,1,3,2,2,30911.7681
1979,1,3,1,2,4,1,21793.3678
1980,1,3,2,1,4,1,29510.12
1981,0,2,2,2,3,1,10952.2635
1982,1,2,2,3,2,2,40731.2632
1983,1,3,2,1,4,1,11421.6997
1984,1,2,3,1,3,1,18155.9675
1985,0,5,1,2,4,4,10586.3958
1986,0,2,3,1,4,1,12153.1069
1987,1,2,3,1,4,3,39999.7256
1988,0,3,2,1,3,1,20034.533
1989,1,5,3,2,2,1,28501.5055
1990,1,1,1,1,3,2,13420.1527
1991,0,1,2,3,2,1,15209.6036
1992,1,2,2,3,2,1,17767.7929
1993,1,2,2,3,4,1,18964.3442
1994,1,4,2,1,3,1,15097.6514
1995,1,3,2,2,4,1,21793.3678
1996,1,2,2,2,4,1,10305.5614
1997,0,3,2,1,3,1,16524.1704
1998,0,2,1,1,4,1,15882.4633
1999,0,3,1,3,1,1,17247.1991
2000,1,3,2,1,4,1,20174.8978
2001,1,1,4,3,2,1,24778.0352
2002,0,3,2,3,4,1,12153.1069
2003,1,3,3,1,3,2,23536.5786
2004,1,2,3,3,3,2,14681.5897
2005,1,2,2,1,4,1,15321.6202
2006,1,2,1,2,1,1,21164.2081
2007,1,3,2,1,3,1,25332.7665
2008,0,2,2,3,4,2,20336.5113
2009,1,3,2,3,3,2,16627.4058
2010,1,3,4,1,4,3,28530.1393
2011,1,3,1,1,4,1,12517.6437
2012,1,2,2,1,4,4,17001.7715
2013,1,3,3,1,4,2,13317.364
2014,1,4,3,1,4,4,13308.4628
2015,1,3,3,1,4,3,41797.5978
2016,1,2,2,1,4,2,12515.8886
2017,1,1,2,1,4,4,20329.7194
2018,1,3,3,1,4,1,21344.2895
2019,1,3,3,1,3,1,13992.7265
2020,0,3,2,1,4,1,8476.6592
2021,1,4,2,3,3,1,12113.6041
2022,0,3,1,2,3,1,16705.3888
2023,1,3,1,1,1,1,24319.4371
2024,1,3,3,2,4,4,23095.5817
2025,0,3,2,3,3,4,15216.2834
2026,0,1,2,1,3,1,17260.9348
2027,1,2,1,2,4,1,7723.2211
2028,0,3,1,1,3,5,5646.4329
2029,1,3,1,3,4,3,24240.4411
2030,1,3,2,1,2,1,13758.0583
2031,0,3,2,1,3,1,25227.6041
2032,1,3,1,2,2,1,20271.1524
2033,1,3,2,3,2,1,16249.8582
2034,1,3,1,2,3,1,17260.9348
2035,1,3,1,2,2,1,18596.2755
2036,1,3,2,1,3,1,25906.9628
2037,1,2,3,2,3,2,19830.3597
2038,1,3,1,2,2,1,16098.9296
2039,1,3,1,3,3,4,23905.8338
2040,1,3,2,3,4,1,15501.4887
2041,1,3,2,3,4,1,22737.6043
2042,1,4,2,3,3,1,28231.1125
2043,0,2,2,3,3,4,23905.8338
2045,0,3,2,2,2,1,20929.5501
2046,1,2,2,2,4,1,10857.7405
2047,1,1,2,1,2,2,27385.2386
2048,1,3,1,2,2,1,17530.7834
2049,1,3,2,2,1,1,39046.8014
2050,1,3,1,1,4,1,19493.8887
2051,1,2,2,1,4,1,14052.8508
2052,1,3,2,1,4,1,23885.0138
2053,1,2,2,3,3,1,11773.2408
2054,1,3,3,1,4,4,21087.9537
2055,0,3,1,2,2,1,16098.9296
2056,0,2,2,2,3,3,42877.9592
2057,0,3,2,2,4,4,14747.2501
2058,1,3,2,2,3,1,20308.8895
2059,1,3,2,2,3,1,11325.2852
2060,1,3,2,1,2,1,26646.7085
2061,1,3,1,2,2,1,23116.6365
2062,0,3,3,1,4,1,19493.8887
2063,1,3,2,3,3,1,11497.5571
2064,1,1,1,1,4,2,21728.9205
2065,1,3,2,2,4,1,21579.2115
2066,1,2,3,2,2,1,14555.5127
2067,0,3,2,2,4,1,14001.9772
2068,0,3,1,2,3,1,16183.6701
2069,0,3,2,2,2,1,16183.5754
2070,1,4,2,1,4,3,44037.142
2071,0,3,2,3,4,1,17332.7927
2072,0,3,1,1,3,1,19797.7591
2073,1,3,2,1,4,2,16140.2999
2074,0,2,1,3,2,1,23862.6704
2075,1,3,2,1,4,1,10398.3501
2076,1,4,2,4,1,2,19927.6513
2077,1,3,3,1,4,1,10151.1496
2078,0,5,2,1,3,1,12604.9223
2079,0,2,2,2,4,1,12868.1023
2080,0,3,2,2,2,4,42163.6295
2081,1,2,2,3,4,2,16039.761
2082,0,3,1,2,4,3,18224.6982
2083,0,3,1,1,2,1,18615.4748
2084,0,3,2,1,3,1,19689.1633
2085,1,2,1,3,4,4,20319.1813
2086,1,2,2,1,4,4,31856.8656
2087,0,2,3,3,4,1,15116.4069
2088,0,2,1,3,1,1,29478.4912
2089,1,2,2,2,4,1,19790.4153
2090,1,3,2,1,4,1,23922.6348
2091,0,3,1,3,3,2,16050.0871
2092,0,2,2,2,2,1,17704.7623
2093,0,4,1,1,4,1,21515.8307
2094,1,2,2,3,3,2,20047.8367
2095,1,3,3,4,2,1,18615.4748
2096,1,3,2,1,4,1,19697.4601
2097,1,3,1,2,4,3,17127.8861
2098,0,2,1,1,4,1,15472.8743
2099,1,1,2,2,2,1,17903.5345
2100,1,2,2,2,2,4,36936.9117
2101,1,3,3,1,4,3,23271.3447
2102,1,3,2,2,4,1,13900.4068
2103,1,3,3,2,1,4,48304.5598
2104,1,2,1,1,3,4,17969.0826
2105,1,2,2,1,4,1,10305.5614
2106,0,3,2,2,2,1,18412.8175
2107,1,2,1,1,2,1,22142.6835
2108,1,2,2,1,4,1,20850.7995
2109,1,4,3,2,2,1,18596.2755
2110,1,5,1,2,1,1,30530.9958
2111,0,1,1,1,4,1,15472.8743
2112,0,3,2,3,2,2,22651.2361
2113,1,2,1,1,4,1,21515.8307
2114,1,3,1,1,2,1,19031.5304
2115,1,3,2,1,4,4,11435.6574
2116,1,3,2,1,2,2,33505.2744
2117,1,2,2,3,2,2,29582.1365
2118,0,3,1,2,4,1,10857.7405
2119,0,3,2,3,4,3,25262.2132
2120,1,3,2,1,2,1,15051.257
2121,1,3,3,2,2,1,19639.2262
2122,1,3,1,1,3,4,17969.0826
2123,1,2,2,2,4,3,29526.8252
2124,1,3,2,1,2,1,18615.4748
2125,1,3,3,2,4,1,14140.9356
2126,0,3,2,2,2,1,16258.6986
2127,1,3,2,2,3,1,24124.51
2128,1,2,1,2,2,1,17704.7623
2129,0,3,3,1,4,1,15116.4069
2130,1,1,3,1,3,4,19805.2631
2131,1,2,1,4,2,1,18596.2755
2132,1,3,2,1,4,1,30547.111
2133,0,3,2,3,4,1,17924.6434
2134,1,3,3,1,3,1,13294.827
2135,0,3,1,1,4,1,27746.4885
2136,0,3,1,1,4,1,10151.1496
2137,1,3,1,1,4,1,20220.9492
2138,0,3,2,1,4,4,13859.7203
2139,1,3,2,1,4,1,23922.6348
2140,1,1,1,2,4,5,4329.348
2141,1,2,2,2,3,1,16541.2304
2142,1,3,2,1,3,3,38147.7966
2143,1,3,1,3,3,2,16926.0731
2144,1,2,2,3,3,1,30702.6562
2145,1,3,2,3,4,2,13663.5751
2146,1,2,2,1,4,3,44474.1752
2147,1,3,1,3,2,1,32726.2058
2148,1,2,2,3,3,1,18432.1427
2150,1,3,2,2,4,1,16302.7652
2151,1,3,2,1,2,1,18951.9634
2152,1,2,3,1,4,1,12153.1069
2153,1,3,3,1,2,2,28939.4565
2154,1,3,2,3,2,1,14152.9194
2155,1,3,2,2,2,1,18746.3744
2156,0,2,2,1,4,1,18215.8346
2157,1,2,3,2,4,3,13145.2005
2158,0,3,2,4,1,4,35262.9183
2159,1,2,2,3,4,4,12966.8517
2160,1,3,3,1,4,1,28559.1918
2161,1,3,2,1,4,3,18833.0177
2162,0,2,2,3,4,1,19892.9415
2163,0,3,1,2,2,4,37341.9941
2164,1,2,1,1,3,1,14305.0933
2165,0,3,2,2,3,1,15736.0434
2166,1,3,1,4,3,2,28071.4704
2167,0,3,1,2,2,1,18596.2755
2168,1,3,3,1,4,3,16871.2531
2169,1,3,3,3,2,2,15088.2819
2170,1,3,1,4,4,1,18415.6053
2171,0,3,2,1,4,1,6672.8672
2172,0,3,2,3,3,1,16705.3888
2173,1,1,4,1,1,1,18273.326
2174,1,3,1,1,4,1,13090.7683
2175,0,3,2,2,4,1,14001.9772
2176,0,1,1,1,3,5,4734.4341
2177,1,2,2,1,4,1,20753.9244
2178,1,4,2,1,2,2,26867.235
2179,1,3,2,1,4,3,22896.381
2180,1,2,2,1,4,1,15116.4069
2181,1,3,3,3,4,2,15100.5123
2182,1,3,1,3,2,1,17704.7623
2183,1,3,1,2,4,3,16465.682
2184,1,3,2,1,3,1,14447.0598
2185,1,3,1,1,4,1,8589.288399999999
2186,0,3,1,2,4,1,13090.7683
2187,1,3,4,1,4,4,15978.5584
2188,0,3,2,1,3,1,21938.1087
2189,0,5,2,2,2,1,16258.6986
2190,1,3,2,3,1,1,21164.2081
2191,0,2,3,1,4,1,13578.4931
2192,1,3,2,3,4,1,16853.3823
2193,0,3,2,2,4,3,23502.2941
2194,0,3,1,2,2,1,23445.1546
2195,0,3,1,3,2,1,14715.7153
2196,1,3,2,2,2,1,28869.1523
2197,1,2,3,1,2,1,36755.1087
2198,1,3,2,1,3,1,15530.9593
2199,1,2,2,4,3,1,18432.1427
2200,1,1,2,2,4,1,27746.4885
2201,1,3,3,2,4,1,13090.7683
2202,1,3,2,1,2,1,22608.5599
2203,1,3,2,1,3,1,20308.8895
2204,1,3,2,4,3,1,35768.9177
2205,1,2,3,1,4,1,21057.7269
2206,0,3,1,1,4,1,8476.6592
2207,1,3,1,4,3,2,18416.2638
2208,1,3,1,1,2,1,18800.2184
2209,0,1,3,1,2,4,45621.6696
2210,1,3,2,2,4,1,18492.9204
2211,1,2,2,3,2,1,18800.2184
2212,0,3,1,1,3,1,25652.3835
2213,0,2,1,2,3,1,16705.3888
2214,0,3,2,2,4,1,20174.8978
2215,0,3,2,2,4,1,21793.3678
2216,0,3,1,2,3,1,25906.9628
2217,0,3,1,1,2,1,31436.8015
2218,0,3,2,2,2,1,16389.9298
2219,1,3,2,1,3,4,25568.7381
2220,1,2,1,1,3,2,16050.0871
2221,0,3,1,3,2,2,33730.692
2222,0,3,2,2,4,1,11421.6997
2223,0,3,1,3,2,2,32367.661
2224,1,3,2,3,3,3,28341.324
2225,0,3,2,1,4,1,21057.7269
2226,1,3,2,3,2,5,11927.8279
2228,0,2,2,3,3,2,28071.4704
2229,1,3,3,3,3,2,24542.8487
2230,0,2,3,1,4,1,20053.3701
2231,1,3,1,1,4,1,30850.2665
2232,1,3,1,1,4,1,26541.1712
2233,1,2,2,3,3,2,19186.8474
2234,1,3,2,1,2,1,22608.5599
2235,1,3,3,1,4,1,29510.12
2236,0,2,2,4,1,1,20932.4806
2237,1,2,4,3,2,1,22309.7556
2238,1,3,2,3,4,2,23897.4806
2239,1,3,1,1,4,1,18492.9204
2240,0,3,1,1,2,1,28104.2223
2241,1,3,2,1,2,1,17709.3186
2242,0,3,1,2,2,1,28104.2223
2243,1,2,2,2,2,4,39836.6082
2244,1,3,2,3,2,1,22789.3308
2245,1,3,3,2,1,1,29619.5726
2246,1,3,2,4,1,1,28287.2883
2247,1,2,2,3,4,3,32778.8481
2248,0,3,2,1,4,1,14143.4504
2249,0,3,1,1,3,1,16148.5533
2250,1,3,2,3,4,1,7137.3453
2251,1,2,2,1,3,5,11277.4496
2252,1,4,1,2,3,1,20089.3827
2253,1,2,2,2,2,1,14861.7569
2254,0,3,1,1,3,1,25043.4142
2255,1,3,2,4,3,3,28122.8885
2256,1,1,3,3,4,4,16004.3448
2258,1,3,2,3,4,3,22687.0913
2259,1,2,2,3,2,4,27871.4452
2260,1,3,3,1,4,1,21057.7269
2261,1,2,2,1,3,1,25043.4142
2262,1,2,2,3,4,2,24159.5612
2263,1,1,1,3,2,1,14782.9264
2264,1,3,2,3,1,1,28663.1409
2265,0,3,1,2,2,1,19832.965
2266,0,3,1,2,3,1,32659.6408
2267,1,2,3,4,2,1,47278.1501
2268,1,3,3,2,2,1,18596.2755
2269,1,1,2,2,4,1,10857.7405
2270,0,3,1,1,4,1,17443.7602
2271,0,4,1,4,3,1,13794.5804
2272,1,3,3,2,4,1,19790.4153
2273,0,3,1,3,3,1,15297.0137
2274,1,2,1,1,4,3,34487.2046
2275,0,3,2,1,3,1,25291.9499
2276,0,3,1,1,4,3,19158.899
2277,1,3,2,3,4,1,13009.2251
2278,0,3,1,1,4,1,9879.7232
2279,1,2,3,1,4,1,19790.4153
2280,0,3,1,1,4,1,10305.5614
2281,0,2,2,2,3,1,15700.0129
2282,1,3,2,1,4,1,30850.2665
2283,0,3,2,1,4,4,18456.2766
2284,0,2,2,3,4,1,23687.5548
2285,1,2,2,3,3,1,10509.691
2286,1,3,2,1,4,1,28559.1918
2287,1,2,1,1,4,1,28559.1918
2288,0,1,1,3,3,4,29423.291
2289,1,3,2,3,1,2,28209.1946
2290,1,3,2,2,4,1,13090.7683
2291,0,3,2,2,4,1,8569.6217
2292,1,3,3,3,2,4,41980.793
2293,1,2,3,3,4,1,13914.758
2294,0,3,1,3,2,1,19771.8881
2295,1,3,2,1,2,5,16978.1952
2296,1,3,2,1,3,2,23149.0734
2297,0,5,1,3,2,2,27832.4729
2298,1,3,2,1,3,2,20047.8367
2299,1,4,1,3,4,1,22174.2744
2300,1,3,2,2,2,2,31882.6852
2301,0,2,2,2,3,4,17734.8958
2302,1,3,2,2,3,2,26327.5297
2303,1,3,2,1,4,4,24948.3548
2304,1,3,3,1,4,1,26883.5313
2305,0,3,1,2,2,1,15051.257
2306,0,3,2,2,3,1,13992.7265
2307,0,3,2,1,2,1,22864.9773
2308,1,2,2,1,4,1,22146.0361
2309,1,3,2,1,4,2,29053.5394
2310,1,3,2,3,4,1,7509.6033
2311,1,2,2,2,4,1,16302.7652
2312,0,3,1,2,3,1,16705.3888
2313,0,3,1,3,2,1,20051.2529
2314,1,3,1,2,2,1,20062.903
2315,0,2,1,1,1,1,30324.5631
2316,1,2,2,2,4,1,13914.758
2317,1,3,3,1,1,4,72720.7582
2318,1,3,2,1,4,1,11108.9163
2319,0,3,1,3,3,1,10509.691
2320,1,2,2,1,3,1,13056.6655
2321,1,3,1,2,4,1,10965.4948
2322,0,3,1,1,4,1,13289.8954
2323,1,3,3,1,4,1,27643.4111
2324,1,1,1,4,1,2,25017.4803
2325,1,2,2,2,2,1,17404.0326
2326,1,3,1,3,2,2,27832.4729
2327,0,1,1,1,3,1,15464.7741
2328,0,3,2,4,2,1,52278.4283
2329,1,3,2,3,2,1,15209.6036
2330,0,3,1,3,4,5,3666.6386
2331,0,3,2,1,4,1,13063.8424
2332,0,3,2,2,2,1,14861.7569
2333,1,1,2,1,3,1,32668.7509
2335,1,2,3,1,4,1,11881.0489
2336,1,3,3,3,4,3,17127.8861
2337,1,2,2,2,2,1,16258.6986
2338,0,3,1,2,4,1,7208.1778
2339,1,3,2,1,4,1,30850.2665
2340,0,3,2,1,2,1,24369.5514
2341,0,2,2,2,4,1,21304.4017
2342,1,3,2,3,3,1,22224.632
2344,0,3,1,3,2,1,20210.8441
2345,1,1,1,4,3,1,28438.1383
2346,1,2,2,3,4,1,16329.0748
2347,1,3,2,3,2,1,24406.7773
2348,1,5,1,1,2,1,13386.1578
2349,0,3,2,1,4,1,21579.2115
2350,0,3,1,1,2,1,16868.8708
2351,0,2,1,2,3,1,14447.0598
2352,1,2,2,2,4,1,21344.2895
2353,1,3,2,1,2,1,38788.3048
2354,1,3,2,4,4,1,27371.7683
2355,0,3,1,2,3,4,15710.3447
2356,1,1,2,1,4,4,17001.7715
2357,1,3,1,1,4,1,19790.4153
2358,0,2,2,2,2,1,16098.9296
2359,1,2,3,3,2,1,15051.257
2360,1,2,2,2,2,1,15051.257
2361,1,3,2,1,3,1,21037.9463
2362,0,1,1,3,2,1,13967.3358
2363,1,2,2,1,4,1,19483.7839
2364,1,2,2,3,3,2,28071.4704
2365,1,3,1,3,3,1,21065.5409
2366,1,3,2,1,2,1,19183.0054
2367,0,3,1,3,3,4,19805.2631
2368,0,3,1,2,3,1,18597.4579
2369,1,3,2,1,4,1,19917.9717
2370,0,3,1,1,4,1,19172.3238
2371,1,3,3,2,4,1,15321.6202
2372,1,3,2,2,4,1,11250.5645
2373,0,3,1,4,2,1,20273.4104
2374,1,3,2,3,3,1,22224.632
2375,1,3,2,3,4,1,12868.1023
2376,1,1,2,2,4,1,11250.5645
2377,0,3,1,1,4,1,12570.0952
2378,1,2,2,4,2,5,16265.1251
2379,1,2,3,2,4,1,13009.2251
2380,1,3,2,1,4,2,37467.0031
2381,1,3,3,2,4,2,15898.4642
2382,1,2,2,1,4,4,20520.8328
2383,0,2,1,1,3,1,20089.3827
2384,1,3,1,3,4,1,16142.5632
2385,1,3,1,2,3,4,15555.9643
2386,1,2,2,2,2,1,27400.9884
2387,1,5,1,3,2,1,17290.4444
2388,1,3,3,1,3,1,15700.0129
2389,1,3,3,1,4,1,17891.5561
2390,1,4,1,1,2,1,23115.7346
2391,0,3,1,1,2,4,29895.6075
2392,0,3,2,2,4,4,14747.2501
2393,1,1,3,1,4,1,15321.6202
2394,1,2,1,1,2,1,25107.2604
2395,1,3,1,2,1,5,16098.2197
2396,0,3,1,2,3,1,17011.7611
2397,0,3,1,1,3,1,16488.8777
2398,1,3,4,2,2,1,28651.2769
2399,0,3,1,1,3,1,22275.6361
2400,1,1,2,3,3,2,17167.2852
2401,1,3,2,1,3,1,24037.7432
2402,1,1,2,1,4,1,21793.3678
2403,1,3,2,1,4,4,16834.7006
2404,0,3,2,2,4,1,20174.8978
2405,1,2,2,1,4,1,21579.2115
2406,1,3,2,3,3,1,20831.2133
2407,1,2,2,1,2,1,19495.8914
2408,1,3,2,3,3,4,40295.1503
2409,1,3,3,2,4,2,37467.0031
2410,1,3,3,2,2,2,26575.7818
2411,1,3,1,1,2,1,26351.7031
2412,1,3,2,2,2,1,15051.257
2413,1,2,2,2,4,1,13900.4068
2414,1,3,2,2,2,1,13967.3358
2415,1,3,1,4,2,1,25821.4603
2416,1,3,2,1,3,4,21639.8219
2417,1,3,2,1,3,1,16308.8148
2418,1,3,2,1,4,4,23446.8946
2419,1,3,1,3,3,1,23746.0747
2420,1,3,1,3,4,3,32411.6703
2421,1,3,3,2,4,4,14747.2501
2422,0,5,1,3,4,1,11171.6115
2423,0,3,1,2,2,1,15411.6932
2424,0,3,2,2,3,4,27951.4215
2425,0,3,1,1,2,4,37230.8986
2426,0,3,1,3,2,2,31666.032
2427,1,3,2,3,1,2,28129.3954
2428,1,3,2,3,2,1,16098.9296
2429,1,3,2,1,3,1,20632.2653
2430,1,2,2,1,3,1,18880.3487
2431,0,1,2,1,4,1,12153.1069
2432,0,2,1,3,4,1,27643.4111
2433,0,2,2,2,4,1,8441.2201
2434,1,1,3,4,2,4,48089.8845
2435,1,3,2,3,4,3,18794.735
2436,1,3,2,3,3,1,25332.7665
2437,0,3,2,1,4,1,15092.0511
2438,0,3,1,2,1,1,22676.4466
2439,1,3,2,3,2,2,27003.5151
2440,1,3,1,3,4,1,23284.8549
2441,1,2,2,3,4,1,21793.3678
2442,0,2,1,1,3,1,13992.7265
2443,0,3,1,1,1,1,24515.7302
2444,1,3,2,1,3,2,28098.3123
2445,1,1,2,3,4,4,31315.2834
2446,1,3,2,2,4,1,14140.9356
2447,0,3,2,1,1,1,20248.3299
2449,0,3,1,2,4,1,16329.0748
2450,1,1,4,2,3,1,21722.5301
2451,1,3,2,3,4,1,17697.4702
2452,1,5,1,2,3,1,30998.7086
2453,1,3,2,1,4,1,15321.6202
2454,1,2,1,2,2,1,14555.5127
2455,1,3,3,1,3,5,11933.8856
2456,1,3,1,2,3,4,22420.6834
2457,1,3,3,1,3,1,18014.4292
2458,0,3,2,3,3,4,14019.6089
2459,1,2,3,2,4,1,8936.0335
2460,1,3,3,1,4,1,16899.5227
2461,0,3,1,1,4,1,10151.1496
2462,1,5,3,1,4,4,13859.7203
2463,1,2,2,1,3,4,26476.8408
2464,1,3,3,3,4,1,16168.3354
2465,1,2,1,1,2,1,24636.8091
2466,1,3,2,3,3,4,27926.9459
2467,1,2,3,1,4,1,10305.5614
2468,1,2,3,1,4,1,22781.6351
2469,0,2,2,2,1,1,19890.4882
